"ProductId","ProductName","inventory_turnover_rate"
37,Wine - Mondavi Coastal Private,12.48459716
609,Spice - Montreal Steak Spice,12.50345622
595,Chicken - Wieners,12.53995434
140,Wine - Delicato Merlot,12.56403941
666,Pectin,12.56937173
345,"Juice - Apple, 1.36l",12.57083333
469,Samosa - Veg,12.58219178
966,"Capon - Breast, Wing On",12.61682243
642,Bread - Pita,12.62227074
638,Muffin - Banana Nut Individual,12.64550265
279,Strawberries - California,12.65985577
746,The Pop Shoppe - Grape,12.69805195
112,Pastry - French Mini Assorted,12.73267327
470,"Orange - Canned, Mandarin",12.76522843
19,Water - Tonic,12.79712042
768,Energy - Boo - Koo,12.80917874
152,Maple Syrup,12.81621005
22,Curry Powder,12.82085561
733,Stainless Steel Cleaner Vision,12.87000000
144,Kellogs Special K Cereal,12.88037634
188,Chocolate Liqueur - Godet White,12.88265306
683,Yoplait - Strawbrasp Peac,12.95135135
879,Wine - Masi Valpolocell,13.00603865
11,Sprouts - Alfalfa,13.03267045
481,Lambcasing,13.04271357
721,Tea - Grapefruit Green Tea,13.07123656
39,"Vodka - Hot, Lnferno",13.11473430
575,Cookies - Assorted,13.11702128
624,Clams - Canned,13.13100962
925,"Wine - White, Riesling, Henry Of",13.17142857
568,Parsley - Dried,13.21860465
199,Apricots - Dried,13.22636816
433,"Quail - Whole, Bone - In",13.23255814
907,Mix - Cocktail Ice Cream,13.23598131
132,"Pork - Bacon,back Peameal",13.42279412
828,"Pepper - Black, Whole",13.56188119
184,"Beets - Candy Cane, Organic",13.72500000
262,Beef - Kobe Striploin,13.75553097
295,Muffin - Bran Ind Wrpd,13.81056701
259,Triple Sec - Mcguinness,15.12707182
761,Tomatoes - Cherry,15.13536379
238,"Pepper - Green, Chili",15.35427574
249,Cake - Pancake,15.53264605
381,Cream - 10%,15.55389718
547,Praline Paste,15.68325041
859,Tea - Decaf 1 Cup,15.82790698
455,"Juice - Grape, White",15.88945578
784,"Squash - Pattypan, Yellow",15.91039427
160,Coffee - Decaffeinato Coffee,15.93888889
827,"Flour - Bran, Red",15.94785847
448,"Turkey - Breast, Double",15.98573975
769,Beer - Labatt Blue,16.00917431
93,"Wine - Red, Black Opal Shiraz",16.01020408
314,"Oil - Olive, Extra Virgin",16.10077519
819,Dome Lid Clear P92008h,16.17755444
225,Cheese - Colby,16.21230159
266,Ginger - Crystalized,16.22040073
24,Lamb - Loin Chops,16.22510823
814,Salmon Steak - Cohoe 6 Oz,16.26324786
856,"Spoon - Soup, Plastic",16.28436019
734,Longos - Chicken Caeser Salad,16.29207921
317,Oil - Margarine,16.30555556
516,Lotus Rootlets - Canned,16.36941581
793,Beef Flat Iron Steak,16.38693467
471,Pastry - Choclate Baked,16.44109195
627,Cheese - Brie,16.45989305
725,Sambuca - Opal Nera,16.47031963
274,Peas - Frozen,16.48097412
372,Melon - Honey Dew,16.48148148
542,"Squash - Pattypan, Yellow",16.48833333
128,"Yogurt - Raspberry, 175 Gr",16.50885668
597,Foam Dinner Plate,16.55154639
124,Pernod,16.57352941
566,Mini - Vol Au Vents,16.58737864
558,Eggplant - Baby,16.59042553
286,Island Oasis - Ice Cream Mix,16.60931900
978,Banana Turning,16.63000000
773,Sprouts - Peppercress,16.63082437
781,"Wine - White, Pelee Island",16.64750958
211,Squash - Guords,16.65798611
891,"Soup - Campbells, Minestrone",16.66517857
246,Yoplait - Strawbrasp Peac,16.66973886
607,"Soup - Campbells, Beef Barley",16.69047619
785,Magnotta - Bel Paese White,16.69551282
169,Bay Leaf Fresh,16.70283019
358,Wine - Riesling Dr. Pauly,16.70792079
341,Shrimp - Black Tiger 26/30,16.70894309
106,Red Currants,16.78547855
996,Okra,16.78787879
34,Bagel - Everything,16.78870674
500,Tea - Vanilla Chai,16.79646018
531,Soup - Campbells - Tomato,16.79718876
851,Anchovy In Oil,16.81463415
165,Sage Derby,16.88669951
445,"Nut - Hazelnut, Ground, Natural",16.89954338
268,Spice - Chili Powder Mexican,16.92321117
161,Cheese - Brick With Pepper,16.96585366
447,Onion Powder,16.97250859
420,"Lamb - Whole Head Off,nz",16.99122807
235,Sauce - Balsamic Viniagrette,17.00000000
45,Rabbit - Whole,17.00190476
155,"Soup - French Onion, Dry",17.05103668
166,"Pork - Bacon, Sliced",17.06515152
5,"Cod - Salted, Boneless",17.11918063
174,Paper Towel Touchless,17.12643678
594,"Appetizer - Mini Egg Roll, Shrimp",17.13547237
8,"Cheese - Brie, Cups 125g",17.16216216
707,Wine - Savigny - Les - Beaune,17.17133956
523,Appetizer - Tarragon Chicken,17.25555556
705,Tray - 12in Rnd Blk,17.26731079
376,Spic And Span All Purpose,17.32183908
750,Sausage - Andouille,17.33641975
798,Soupfoamcont12oz 112con,17.43689320
171,Longos - Cheese Tortellini,17.48826291
332,Beer - Maudite,17.49228395
186,Flour - Teff,17.50694444
119,Tomatillo,17.60925926
674,"Oil - Olive, Extra Virgin",17.69000000
335,Olives - Stuffed,17.72727273
667,Beef - Top Butt Aaa,17.76867031
991,"Seedlings - Buckwheat, Organic",17.83982684
483,Tea - Green,17.85786802
301,Wheat - Soft Kernal Of Wheat,17.85937500
88,"Nut - Walnut, Chopped",17.86006289
226,"Veal - Brisket, Provimi,bnls",17.90421456
745,Rice - Aborio,17.93193717
23,"Bread - Crumbs, Bulk",17.93750000
487,"Trout - Rainbow, Frozen",17.94781145
876,Ham - Cooked Bayonne Tinned,18.09318996
934,V8 Splash Strawberry Banana,18.12565445
89,Pop Shoppe Cream Soda,18.16582915
284,Five Alive Citrus,18.22508591
916,"Pepper - Black, Ground",18.23923445
824,Toamtoes 6x7 Select,18.50323625
130,Calypso - Lemonade,22.56313131
651,"Beans - Long, Chinese",23.17647059
832,Squid - Tubes / Tenticles 10/20,23.25000000
949,Extract - Lemon,23.40641711
272,"Wine - White, Riesling, Semi - Dry",23.41871921
502,Milk - Buttermilk,23.56117021
307,Tomatoes,23.65364583
80,Aspic - Amber,23.66341463
506,Compound - Pear,23.68632075
885,Broom - Corn,23.70769231
27,Muskox - French Rack,23.78995434
85,Chives - Fresh,23.98774510
719,Yukon Jack,24.01086957
441,Vector Energy Bar,24.02850877
995,Wine - Pinot Noir Stoneleigh,24.07853403
91,Chicken - Leg / Back Attach,24.09776536
230,Peas Snow,24.10922330
271,Butcher Twine 4r,24.14563107
337,Wine - Cousino Macul Antiguas,24.15445026
347,Ecolab - Hobart Upr Prewash Arm,24.16028708
375,Arizona - Green Tea,24.18686869
367,Salmon - Fillets,24.32758621
261,"Lentils - Green, Dry",24.48969072
163,Peppercorns - Green,24.52835052
564,"Water - Mineral, Carbonated",24.54189944
21,Hummus - Spread,24.57276995
418,Rice - Aborio,24.59574468
464,Vinegar - Cider,24.68446602
950,Muffin Mix - Oatmeal,24.70394737
404,Coffee Cup 16oz Foam,24.72029703
148,"Juice - Apple, 341 Ml",24.72189349
288,"Crab - Claws, Snow 16 - 24",24.80874317
662,Bread - Bistro White,24.81651376
474,"Cheese - Cheddar, Old White",24.82835821
217,"Tarragon - Primerba, Paste",24.90825688
77,Cookie Dough - Chunky,24.91706161
849,Beer - Upper Canada Light,24.98641304
779,"Croissant, Raw - Mini",25.01201923
910,Wine - Rhine Riesling Wolf Blass,25.02709360
449,Flour - Semolina,25.03608247
889,"Tea - Darjeeling, Azzura",25.04102564
866,"Lamb - Whole, Fresh",25.09004739
399,Lamb Leg - Bone - In Nz,25.10663507
56,Ecolab - Solid Fusion,25.10858586
786,Dragon Fruit,25.10891089
788,Tomatoes - Roma,25.11764706
170,"Cheese - Brie,danish",25.12807882
621,Tuna - Sushi Grade,25.14114833
187,Cheese - Pont Couvert,25.14516129
944,Puff Pastry - Sheets,25.20142180
792,Dr. Pepper - 355ml,25.26715686
846,Calypso - Pineapple Passion,25.27472527
63,Bulgar,25.30310881
616,Sole - Iqf,25.31024096
941,Ham - Procutinni,25.42265193
738,Sherry - Dry,25.44602273
1000,"Soup - Knorr, French Onion",25.51521739
839,"Mushroom - Enoki, Fresh",25.58706468
619,"Wine - Red, Mouton Cadet",25.58928571
842,Onions - Cooking,25.61139896
403,"Lemonade - Black Cherry, 591 Ml",25.71674877
385,Wine - Montecillo Rioja Crianza,25.74396135
377,Steamers White,25.75668449
68,Sauce - Vodka Blush,25.77513228
12,Flour - Semolina,25.82500000
892,Muffin Hinge - 211n,25.82618026
713,Glass Clear 7 Oz Xl,25.82932692
248,Sultanas,25.86341463
663,Raspberries - Frozen,25.93947368
234,Pork Ham Prager,25.96134021
281,Foam Tray S2,25.98076923
867,Orange Roughy 6/8 Oz,26.06313131
863,Corn - Mini,26.06542056
843,"Wine - Magnotta, Merlot Sr Vqa",26.07511737
968,Longos - Chicken Curried,26.09625668
298,Hog / Sausage Casing - Pork,26.12637363
972,Brandy - Bar,26.29411765
900,Chives - Fresh,26.31286550
412,Table Cloth 54x72 Colour,26.34090909
943,Cake - Pancake,26.36723164
134,Coffee Cup 12oz 5342cd,26.38563830
979,"Beans - Turtle, Black, Dry",26.47500000
129,Compound - Orange,26.58241758
518,Fruit Salad Deluxe,26.65700483
561,Pepper - Sorrano,26.95810056
195,"Tart Shells - Sweet, 4",26.96891192
530,"Pepper - Green, Chili",27.06485356
765,Soup - Chicken And Wild Rice,27.09137056
582,Kumquat,27.63492063
122,Cheese - Marble,45.06310680
519,Wine - Ej Gallo Sierra Valley,46.62111801
2,Pepper - Red Bell,46.71090047
540,Table Cloth 90x90 Colour,46.98000000
708,Sauce - Oyster,47.23222749
605,"Beans - Black Bean, Dry",47.77358491
15,Oranges,48.01980198
189,Brandy Cherry - Mcguinness,48.04838710
811,Rice Paper,48.15228426
117,Flour - Rye,48.23414634
178,"Cheese - Brie,danish",48.25943396
136,Bandage - Fexible 1x3,48.29166667
649,"Sparkling Wine - Rose, Freixenet",48.35869565
747,Chips Potato Salt Vinegar 43g,48.49268293
123,"Capon - Breast, Double, Wing On",48.50769231
948,Cheese - Parmigiano Reggiano,48.54385965
987,Salmon - Fillets,48.59693878
472,Parsley Italian - Fresh,48.60416667
615,Bread - Italian Sesame Poly,48.70085470
107,Cheese - Valancey,48.75714286
902,Veal - Heart,48.78468900
748,Radish - Pickled,48.93981481
270,"Tarragon - Primerba, Paste",49.22077922
766,Rum - Mount Gay Eclipes,49.23529412
521,Veal - Kidney,49.32984293
670,Sauce - Vodka Blush,49.35795455
641,Fruit Mix - Light,49.43459916
212,Tomato - Peeled Italian Canned,49.48633880
4,Zucchini - Green,49.54854369
491,"Halibut - Whole, Fresh",49.59067358
52,"Sparkling Wine - Rose, Freixenet",49.60550459
168,"Tart Shells - Sweet, 3",49.65714286
334,Goldschalger,49.69955157
25,Coffee Cup 16oz Foam,49.70232558
864,Pecan Raisin - Tarts,49.76442308
901,Oil - Olive,49.79555556
310,Vinegar - Raspberry,49.84210526
388,Chutney Sauce,49.93333333
297,Marjoram - Fresh,49.94059406
928,Cake - Pancake,49.94117647
652,Sunflower Seed Raw,49.94174757
342,Longos - Burritos,50.02358491
473,Bacardi Raspberry,50.06030151
278,Flower - Commercial Bronze,50.10050251
852,Latex Rubber Gloves Size 9,50.18435754
706,Sugar - White Packet,50.20093458
572,Chinese Foods - Plain Fried Rice,50.21319797
600,Nantucket Orange Juice,50.30964467
240,Lid - 3oz Med Rec,50.35096154
841,Toothpick Frilled,50.37128713
417,Wine - Montecillo Rioja Crianza,50.44000000
895,"Wine - Red, Antinori Santa",50.45454545
360,Venison - Striploin,50.58173077
149,Paper - Brown Paper Mini Cups,50.72413793
99,Cookies - Englishbay Wht,50.76585366
630,Eggroll,50.87244898
90,Island Oasis - Magarita Mix,50.91324201
688,Breakfast Quesadillas,50.93846154
192,Beer - Blue,50.97461929
179,"Pasta - Detalini, White, Fresh",51.00934579
577,Jack Daniels,51.08585859
976,"Soup - Campbells, Creamy",51.12886598
153,Soup Campbells Beef With Veg,51.14210526
416,Curry Powder,51.20000000
371,Pepper - Cubanelle,51.24752475
608,"Loaf Pan - 2 Lb, Foil",51.27083333
150,Cookies Almond Hazelnut,51.27142857
692,Juice - Lemon,51.31868132
97,"Soup - Beef Conomme, Dry",51.36224490
503,Dasheen,51.37566138
167,Goat - Whole Cut,51.61413043
209,Island Oasis - Ice Cream Mix,51.65968586
182,"Juice - Apple, 500 Ml",51.66507177
611,Pie Shell - 5,51.67661692
718,"Beef - Tongue, Fresh",51.76585366
71,Cattail Hearts,51.85945946
579,Appetizer - Mango Chevre,51.86633663
138,Beef - Montreal Smoked Brisket,51.88524590
190,"Lemonade - Island Tea, 591 Ml",51.89552239
349,Wooden Mop Handle,51.93157895
237,Bread Bowl Plain,52.01554404
777,Lettuce - Escarole,52.01970443
339,Brandy Apricot,52.11219512
113,Lobster - Cooked,52.13368984
414,Beans - French,52.14358974
678,Soho Lychee Liqueur,52.15168539
643,Mushroom Morel Fresh,52.29032258
695,Mayonnaise,52.30158730
198,Shark - Loin,52.36138614
805,Chocolate - Liqueur Cups With Foil,52.39393939
74,"Lamb - Whole Head Off,nz",52.67605634
453,Tomato Paste,52.74117647
435,Remy Red Berry Infusion,52.89617486
716,Squash - Butternut,52.90640394
845,Papadam,53.03791469
603,Sugar - White Packet,53.05150215
437,Beans - Green,53.42564103
563,Coffee - French Vanilla Frothy,53.43010753
423,Country Roll,54.42328042
546,"Sauce - White, Mix",54.62910798
953,Cheese - Cream Cheese,55.15819209
644,Five Alive Citrus,55.62631579
