"ProductId","ProductName","AverageQuantitySold","AverageQuantityAvailable","InventoryTurnoverRate"
485,Wine - Dubouef Macon - Villages,51.5792,6.0000,8.59653465
303,Scallops - Live In Shell,51.4794,6.0000,8.57989691
847,Remy Red Berry Infusion,51.3918,6.0000,8.56529210
54,"Arctic Char - Fresh, Whole",51.3854,6.0000,8.56423611
998,Flounder - Fresh,51.3466,6.0000,8.55776515
312,"Jam - Strawberry, 20 Ml Jar",51.3125,6.0000,8.55208333
157,Beer - Heinekin,51.2150,6.0000,8.53583333
222,Muffin - Carrot Individual Wrap,51.1973,6.0000,8.53288490
829,Pie Shell - 9,51.1500,6.0000,8.52500000
932,Milk - 1%,51.0843,6.0000,8.51404494
794,Trout - Smoked,51.0650,6.0000,8.51083333
915,Fondant - Icing,51.0488,6.0000,8.50813008
992,Bok Choy - Baby,51.0276,6.0000,8.50460829
137,Seaweed Green Sheets,51.0254,6.0000,8.50423012
682,"Chocolate - Milk, Callets",50.9196,6.0000,8.48659966
325,Versatainer Nc - 888,50.7972,6.0000,8.46620584
456,Pastry - Chocolate Chip Muffin,50.7945,6.0000,8.46575342
993,Turkey - Ground. Lean,50.6771,6.0000,8.44618056
964,Chicken Thigh - Bone Out,50.4757,6.0000,8.41262136
515,Tumeric,50.4557,6.0000,8.40928270
626,Sugar - Icing,50.4179,6.0000,8.40298507
689,Kahlua,50.3020,6.0000,8.38366337
104,Sauerkraut,50.3012,6.0000,8.38353414
554,"Pasta - Gnocchi, Potato",50.2741,6.0000,8.37901861
927,"Tomatoes - Diced, Canned",50.1590,6.0000,8.35982906
570,"Sauce - Gravy, Au Jus, Mix",49.9831,6.0000,8.33052434
390,"Pork - Back, Long Cut, Boneless",49.9722,6.0000,8.32870370
924,Truffle - Peelings,49.8208,6.0000,8.30345912
933,Soup - French Can Pea,49.7892,6.0000,8.29819820
324,Eggplant Oriental,49.7803,6.0000,8.29671151
536,"Crab - Back Fin Meat, Canned",49.7368,6.0000,8.28947368
883,Tea - Herbal Sweet Dreams,49.6587,6.0000,8.27644231
858,Chicken Breast Halal,49.6378,6.0000,8.27297297
482,Eggplant Italian,49.6011,6.0000,8.26684397
909,"Oranges - Navel, 72",49.5520,6.0000,8.25867270
591,Muffin Orange Individual,49.4785,6.0000,8.24641148
508,Compound - Raspberry,49.4700,6.0000,8.24500000
42,"Lemonade - Kiwi, 591 Ml",49.4636,6.0000,8.24393939
50,Sherry - Dry,49.4208,6.0000,8.23679868
343,Beef - Tenderloin Tails,49.3043,6.0000,8.21739130
428,Lettuce - Boston Bib - Organic,49.0762,6.0000,8.17936508
529,Compound - Passion Fruit,49.0000,6.0000,8.16666667
115,"Lemonade - Kiwi, 591 Ml",48.8974,6.0000,8.14957265
425,Sauce - Hp,48.8204,6.0000,8.13673139
522,"Beets - Candy Cane, Organic",48.7990,6.0000,8.13317384
613,Oil - Olive,48.7635,6.0000,8.12725780
680,Bagel - Whole White Sesame,48.4521,6.0000,8.07535461
897,"Lamb - Whole, Fresh",48.4369,6.0000,8.07282282
346,Plasticspoonblack,48.3280,6.0000,8.05465950
145,Ecolab - Mikroklene 4/4 L,47.7989,6.0000,7.96648551
782,"Chicken - Base, Ultimate",47.2814,6.0000,7.88023451
532,Crab - Soft Shell,46.8852,6.0000,7.81419458
791,Pepper - Sorrano,46.8711,6.0000,7.81185567
172,Sunflower Seed Raw,54.4235,7.0000,7.77478134
62,Wheat - Soft Kernal Of Wheat,54.3719,7.0000,7.76740847
285,Horseradish - Prepared,46.5169,6.0000,7.75280899
442,Chutney Sauce,53.9289,7.0000,7.70413343
409,"Lamb - Loin, Trimmed, Boneless",53.8629,7.0000,7.69470631
881,Pastry - Baked Scones - Mini,46.0946,6.0000,7.68243243
557,Sorrel - Fresh,53.7612,7.0000,7.68017058
10,Coffee Cup 8oz 5338cd,53.6108,7.0000,7.65869106
528,Cumin - Whole,53.2410,7.0000,7.60586081
913,Persimmons,52.9479,7.0000,7.56398104
283,Bread - Granary Small Pull,52.8030,7.0000,7.54329004
484,Potatoes - Mini Red,52.7917,7.0000,7.54166667
32,Green Tea Refresher,52.6535,7.0000,7.52192362
835,Plaintain,52.4737,7.0000,7.49624060
728,Foil Wrap,52.4643,7.0000,7.49489796
114,Wine - Rubyport,52.4490,7.0000,7.49271137
800,Pea - Snow,52.2321,7.0000,7.46173469
384,Pork - Smoked Back Bacon,52.0929,7.0000,7.44184231
869,Yukon Jack,52.0714,7.0000,7.43877551
701,Water Chestnut - Canned,52.0667,7.0000,7.43809524
954,Nacho Chips,44.4728,6.0000,7.41213768
221,Syrup - Monin - Granny Smith,51.8267,7.0000,7.40380952
770,Sage - Rubbed,51.8242,7.0000,7.40345369
305,"Oregano - Dry, Rubbed",51.6935,7.0000,7.38478105
571,Juice - Orangina,51.6510,7.0000,7.37872024
177,Plasticforkblack,51.5354,7.0000,7.36219336
657,"Wine - White, Mosel Gold",51.4974,7.0000,7.35676889
757,Toothpick Frilled,51.4813,7.0000,7.35447263
111,Rice Paper,51.4583,7.0000,7.35119048
276,Coffee - Irish Cream,51.3302,7.0000,7.33288410
640,Cabbage - Red,51.1991,7.0000,7.31415643
539,Poppy Seed,51.1923,7.0000,7.31318681
293,Ecolab Crystal Fusion,51.1122,7.0000,7.30174216
100,Coffee - Decafenated,51.0500,7.0000,7.29285714
321,Pimento - Canned,50.9200,7.0000,7.27428571
204,"Soup - Knorr, Country Bean",50.8351,7.0000,7.26215022
723,Table Cloth 62x120 Colour,50.7734,7.0000,7.25334272
33,"Rum - Coconut, Malibu",50.7582,7.0000,7.25117739
702,Container Clear 8 Oz,50.6683,7.0000,7.23832753
871,"Tomatoes - Cherry, Yellow",50.6567,7.0000,7.23667377
146,Cabbage - Nappa,50.5856,7.0000,7.22651223
431,Mustard - Seed,50.5366,7.0000,7.21951220
790,Beans - Wax,50.5025,7.0000,7.21463758
220,Vodka - Moskovskaya,50.4525,7.0000,7.20750200
419,"Potatoes - Instant, Mashed",50.3970,7.0000,7.19956927
753,Strawberries - California,50.3208,7.0000,7.18867925
517,"Turkey - Breast, Double",50.3014,7.0000,7.18591934
229,Chevril,50.2605,7.0000,7.18006645
116,"Salmon - Atlantic, No Skin",50.2025,7.0000,7.17179024
875,Muffin Mix - Blueberry,50.1393,7.0000,7.16275764
880,"Tart Shells - Sweet, 3",50.1092,7.0000,7.15845649
830,Piping - Bags Quizna,49.8458,7.0000,7.12082445
242,Extract - Raspberry,49.8103,7.0000,7.11575092
741,Chicken - Whole Roasting,49.6884,7.0000,7.09834889
914,Sprouts - Bean,49.4305,7.0000,7.06149904
373,Lemonade - Pineapple Passion,49.3160,7.0000,7.04514825
407,Beer - Mill St Organic,49.2822,7.0000,7.04031117
245,Coffee - Hazelnut Cream,49.0552,7.0000,7.00789266
730,Lettuce - Red Leaf,49.0108,7.0000,7.00153610
405,"Juice - Clamato, 341 Ml",49.0000,7.0000,7.00000000
545,Cheese - Sheep Milk,48.9607,7.0000,6.99438553
637,Assorted Desserts,48.8701,7.0000,6.98144712
51,Wine - Penfolds Koonuga Hill,48.8693,7.0000,6.98133525
507,Momiji Oroshi Chili Sauce,48.8691,7.0000,6.98130142
923,Bread - Raisin,48.7826,7.0000,6.96894410
711,Island Oasis - Lemonade,48.7667,7.0000,6.96666667
369,Cheese - Marble,48.5628,7.0000,6.93754153
772,"Veal - Tenderloin, Untrimmed",48.5172,7.0000,6.93103448
698,Trueblue - Blueberry,48.4179,7.0000,6.91684435
180,Napkin White,48.1168,7.0000,6.87383178
677,"Tart Shells - Sweet, 2",48.0521,7.0000,6.86459039
131,Sesame Seed Black,47.8600,7.0000,6.83714286
363,Emulsifier,47.8000,7.0000,6.82857143
809,Samosa - Veg,47.7015,7.0000,6.81449893
40,Tarragon - Fresh,47.6073,7.0000,6.80104712
233,"Pasta - Fusili, Dry",47.4098,7.0000,6.77282230
947,Beer - Tetleys,47.3675,7.0000,6.76678877
930,Wine - Rhine Riesling Wolf Blass,54.0703,8.0000,6.75878378
780,"Lobster - Tail, 3 - 4 Oz",53.8962,8.0000,6.73702830
834,Hot Chocolate - Individual,53.7586,8.0000,6.71982759
395,Onions - Cooking,53.6533,8.0000,6.70666667
236,"Mushrooms - Black, Dried",46.9038,7.0000,6.70054945
318,Glass Clear 7 Oz Xl,53.4311,8.0000,6.67889222
668,Swiss Chard - Red,53.3230,8.0000,6.66537611
823,"Wine - Red, Metus Rose",53.2822,8.0000,6.66027228
264,"Wine - Magnotta - Red, Baco",46.5337,7.0000,6.64767748
252,"Carrots - Purple, Organic",53.1571,8.0000,6.64463351
646,Fenngreek Seed,52.9787,8.0000,6.62234043
257,Bonito Flakes - Toku Katsuo,52.9363,8.0000,6.61703431
200,Scampi Tail,52.9171,8.0000,6.61463415
402,Bagel - Sesame Seed Presliced,46.2374,7.0000,6.60534899
965,Ginger - Ground,46.2304,7.0000,6.60434174
684,Nut - Pumpkin Seeds,52.8186,8.0000,6.60232843
660,Cake - Bande Of Fruit,52.6411,8.0000,6.58014354
648,"Veal - Tenderloin, Untrimmed",52.5892,8.0000,6.57364865
265,Foil - 4oz Custard Cup,52.5285,8.0000,6.56606218
413,Pepper - Chili Powder,52.4787,8.0000,6.55984043
922,Beer - Tetleys,52.4372,8.0000,6.55465116
878,Appetiser - Bought,52.3301,8.0000,6.54126214
466,Ginger - Ground,52.1489,8.0000,6.51861702
815,Beans - Wax,52.0919,8.0000,6.51148649
980,Cup - Translucent 7 Oz Clear,52.0314,8.0000,6.50392670
589,"Chicken - Thigh, Bone In",51.8342,8.0000,6.47927136
308,White Baguette,51.8333,8.0000,6.47916667
767,Bread - Dark Rye,51.6589,8.0000,6.45735981
354,Beer - Creemore,51.4483,8.0000,6.43103448
797,"Turkey - Whole, Fresh",51.3904,8.0000,6.42379679
602,Jameson Irish Whiskey,51.2929,8.0000,6.41161616
444,Gherkin,51.2690,8.0000,6.40862944
490,Banana - Green,51.2550,8.0000,6.40687500
49,Mustard Prepared,51.2172,8.0000,6.40214932
654,"Pasta - Lasagne, Fresh",51.1564,8.0000,6.39455307
659,Chocolate - Compound Coating,51.1311,8.0000,6.39138350
844,The Pop Shoppe Pinapple,51.0796,8.0000,6.38495025
443,Crackers - Water,50.8098,8.0000,6.35121951
9,Clam - Cherrystone,50.7864,8.0000,6.34829545
596,Breadfruit,50.7263,8.0000,6.34078947
833,Bread Base - Gold Formel,50.7238,8.0000,6.34047619
313,Wine - Merlot Vina Carmen,50.7091,8.0000,6.33863636
81,Leeks - Large,50.6344,8.0000,6.32930108
862,Lemonade - Pineapple Passion,50.6182,8.0000,6.32727273
801,Bread - Granary Small Pull,50.4948,8.0000,6.31184896
799,Chervil - Fresh,50.2933,8.0000,6.28665865
776,The Pop Shoppe - Root Beer,50.2778,8.0000,6.28472222
672,Urban Zen Drinks,50.1730,8.0000,6.27162162
164,Island Oasis - Peach Daiquiri,50.1658,8.0000,6.27072864
865,"Coconut - Creamed, Pure",50.1481,8.0000,6.26851852
83,White Baguette,50.1407,8.0000,6.26758794
82,Easy Off Oven Cleaner,49.9954,8.0000,6.24942661
501,"Beef - Outside, Round",49.9385,8.0000,6.24230769
386,Cream - 35%,49.8756,8.0000,6.23444976
620,"Bread - Multigrain, Loaf",49.8728,8.0000,6.23410088
935,Tobasco Sauce,49.8586,8.0000,6.23232323
840,Soup - Campbells Tomato Ravioli,49.8462,8.0000,6.23076923
931,Pears - Anjou,49.8454,8.0000,6.23067010
327,External Supplier,49.8301,8.0000,6.22876214
142,Crab Brie In Phyllo,49.8051,8.0000,6.22564103
398,Dried Figs,49.7884,8.0000,6.22354497
631,Duck - Legs,49.7665,8.0000,6.22081218
604,Nut - Pumpkin Seeds,49.7104,8.0000,6.21379781
691,Wine - Bouchard La Vignee Pinot,49.6941,8.0000,6.21175799
945,Lettuce - Treviso,49.6445,8.0000,6.20556872
731,Cheese - St. Andre,49.3805,8.0000,6.17256637
256,Beef - Tenderloin - Aa,49.3048,8.0000,6.16309524
857,"Wine - Red, Pelee Island Merlot",49.2460,8.0000,6.15574866
340,Thyme - Fresh,49.1473,8.0000,6.14341518
820,"Beef - Rib Roast, Capless",49.1435,8.0000,6.14294258
661,"Beef - Rib Roast, Capless",49.1309,8.0000,6.14136126
860,Veal - Inside,49.0784,8.0000,6.13480392
387,Cardamon Seed / Pod,49.0670,8.0000,6.13337629
302,Soap - Pine Sol Floor Cleaner,49.0050,8.0000,6.12562814
756,Trout Rainbow Whole,48.9811,8.0000,6.12264151
75,Filo Dough,48.8498,8.0000,6.10622066
606,Pork - Shoulder,48.8314,8.0000,6.10392442
937,Puree - Raspberry,48.6683,8.0000,6.08353960
759,Quail - Jumbo,48.5187,8.0000,6.06483957
732,Cheese - Cambozola,48.4513,8.0000,6.05641026
623,"Pasta - Fettuccine, Dry",48.4247,8.0000,6.05309140
739,"Bread - Roll, Soft White Round",48.3881,8.0000,6.04850746
361,Wine - Shiraz Wolf Blass Premium,48.3107,8.0000,6.03883495
370,Red Currants,48.3026,8.0000,6.03782051
427,Eggplant Oriental,48.2435,8.0000,6.03044041
704,Sunflower Seed Raw,54.0950,9.0000,6.01055556
18,Rootbeer,53.9482,9.0000,5.99424295
989,Ecolab Crystal Fusion,47.8913,8.0000,5.98641304
329,Onions Granulated,53.8254,9.0000,5.98059965
710,Wine - Stoneliegh Sauvignon,47.8226,8.0000,5.97782258
736,"Water, Tap",53.7097,9.0000,5.96774194
826,Towel Dispenser,53.6291,9.0000,5.95878978
35,Trueblue - Blueberry 12x473ml,47.5050,8.0000,5.93812500
588,Wine - Tio Pepe Sherry Fino,47.4315,8.0000,5.92893401
893,Cherries - Frozen,53.3333,9.0000,5.92592593
316,Cabbage - Green,46.8376,8.0000,5.85469543
899,Relish,52.6201,9.0000,5.84667908
977,Sole - Fillet,52.6073,9.0000,5.84525887
744,Rabbit - Whole,52.6009,9.0000,5.84454877
228,Cake - Mini Potato Pancake,46.4486,8.0000,5.80607477
574,Smoked Paprika,52.2234,9.0000,5.80260047
479,"Iced Tea - Lemon, 460 Ml",52.1981,9.0000,5.79979036
450,"Bread - Roll, Canadian Dinner",46.2922,8.0000,5.78652968
95,Bag - Clear 7 Lb,52.0726,9.0000,5.78584730
208,Ice Cream Bar - Drumstick,46.1854,8.0000,5.77317073
294,Shopper Bag - S - 4,51.8883,9.0000,5.76537217
580,"Veal - Inside Round / Top, Lean",51.6514,9.0000,5.73904179
38,Rice Wine - Aji Mirin,51.5817,9.0000,5.73130342
822,Pastry - Baked Cinnamon Stick,51.4378,9.0000,5.71531233
476,Beer - Creemore,51.4286,9.0000,5.71428571
919,Sea Bass - Fillets,51.4271,9.0000,5.71412619
664,Cheese - Goat,51.3689,9.0000,5.70765912
336,Bouillion - Fish,51.3152,9.0000,5.70169082
41,Lobster - Cooked,51.2647,9.0000,5.69607843
79,Spice - Pepper Portions,51.1225,9.0000,5.68028322
553,Fruit Mix - Light,51.0111,9.0000,5.66790123
415,Guava,50.9683,9.0000,5.66313933
581,Island Oasis - Lemonade,50.9261,9.0000,5.65845649
154,Milk - Buttermilk,50.9032,9.0000,5.65591398
787,"Pepper - Chillies, Crushed",50.7488,9.0000,5.63875205
356,Sugar - Icing,50.7448,9.0000,5.63831019
202,"Garlic - Primerba, Paste",50.7231,9.0000,5.63589744
821,"Pasta - Fettuccine, Egg, Fresh",50.6729,9.0000,5.63032191
66,Tray - 12in Rnd Blk,50.6718,9.0000,5.63019943
512,Gloves - Goldtouch Disposable,50.5650,9.0000,5.61833333
509,"Nut - Almond, Blanched, Ground",50.4278,9.0000,5.60309278
218,Salt And Pepper Mix - White,50.4176,9.0000,5.60195360
362,Veal - Heart,50.2759,9.0000,5.58620690
421,Bacardi Limon,50.2396,9.0000,5.58217593
13,Monkfish - Fresh,50.1394,9.0000,5.57104701
291,Lettuce - Curly Endive,50.0745,9.0000,5.56382979
98,Appetizer - Veg Assortment,50.0352,9.0000,5.55946399
994,"Basil - Dry, Rubbed",49.8990,9.0000,5.54433761
942,Bandage - Fexible 1x3,49.8964,9.0000,5.54404145
795,Appetizer - Mango Chevre,49.8943,9.0000,5.54380813
559,Pork - Side Ribs,49.7747,9.0000,5.53052503
601,Remy Red,49.5253,9.0000,5.50280584
650,Tuna - Salad Premix,49.4901,9.0000,5.49889989
253,Hand Towel,49.4883,9.0000,5.49869588
162,Chip - Potato Dill Pickle,49.4154,9.0000,5.49059829
401,Cheese - Mozzarella,49.3981,9.0000,5.48867825
328,Pan Grease,49.3284,9.0000,5.48092869
457,Lettuce - Belgian Endive,49.3262,9.0000,5.48068925
241,Tray - 16in Rnd Blk,49.3041,9.0000,5.47823597
555,"Veal - Tenderloin, Untrimmed",54.7380,10.0000,5.47379679
436,Eggroll,49.1471,9.0000,5.46078431
727,Soup - Campbells Chili Veg,49.1429,9.0000,5.46031746
46,Wine - Vovray Sec Domaine Huet,49.1333,9.0000,5.45925926
353,Momiji Oroshi Chili Sauce,49.0110,9.0000,5.44567219
59,Beets - Mini Golden,48.9659,9.0000,5.44065657
210,Ice Cream Bar - Hagen Daz,48.9211,9.0000,5.43567251
973,"Sauce - Black Current, Dry Mix",54.3412,10.0000,5.43412322
685,Muffin Puck Ww Carrot,48.8723,9.0000,5.43026005
775,Bandage - Flexible Neon,48.8498,9.0000,5.42775170
296,"Sauce - White, Mix",48.8048,9.0000,5.42275132
158,Browning Caramel Glace,48.7799,9.0000,5.41998937
462,Sambuca Cream,53.9775,10.0000,5.39775281
269,Sword Pick Asst,48.5569,9.0000,5.39520958
486,Ginger - Fresh,53.7316,10.0000,5.37315789
201,Kolrabi,48.3077,9.0000,5.36752137
986,"Wine - Red, Marechal Foch",48.2792,9.0000,5.36435420
465,Daikon Radish,53.4211,10.0000,5.34210526
193,"Mushroom - Morels, Dry",47.8020,9.0000,5.31133113
6,Flower - Dish Garden,47.6651,9.0000,5.29612159
393,Chivas Regal - 12 Year Old,52.8769,10.0000,5.28769231
514,Canada Dry,52.8676,10.0000,5.28676471
355,Table Cloth 62x114 White,52.8663,10.0000,5.28662791
28,Soup - Campbells Asian Noodle,52.8158,10.0000,5.28157895
804,Rice Paper,52.6650,10.0000,5.26650246
58,Potatoes - Mini White 3 Oz,52.6530,10.0000,5.26529680
665,Tart - Pecan Butter Squares,52.6458,10.0000,5.26458333
806,Guinea Fowl,52.5972,10.0000,5.25971564
632,Oil - Margarine,52.5247,10.0000,5.25246637
612,"Cake Circle, Paprus",52.4038,10.0000,5.24038462
952,"Pepper - Black, Ground",47.0526,9.0000,5.22807018
446,Flower - Leather Leaf Fern,52.2642,10.0000,5.22641509
135,Bread - Sour Batard,46.8843,9.0000,5.20936214
497,Mushroom - Crimini,46.7950,9.0000,5.19944444
94,Vacuum Bags 12x16,51.8811,10.0000,5.18810811
458,Five Alive Citrus,51.8171,10.0000,5.18171429
207,Shrimp - Tiger 21/25,51.5777,10.0000,5.15776699
78,Wine - Semi Dry Riesling Vineland,51.4554,10.0000,5.14553991
647,Vanilla Beans,51.4320,10.0000,5.14320388
569,"Cake Circle, Paprus",51.4047,10.0000,5.14046512
43,Crackers Cheez It,51.2890,10.0000,5.12890173
981,Tofu - Firm,51.2513,10.0000,5.12512563
645,Muffin - Banana Nut Individual,51.2404,10.0000,5.12403846
408,Olives - Kalamata,51.1805,10.0000,5.11804878
758,Onion - Dried,51.1502,10.0000,5.11502347
338,Rosemary - Fresh,51.1168,10.0000,5.11168224
717,Pants Custom Dry Clean,51.1080,10.0000,5.11079812
959,Chef Hat 25cm,51.0535,10.0000,5.10534759
742,Steam Pan - Half Size Deep,50.9734,10.0000,5.09734043
894,"Soup - Knorr, Ministrone",50.9293,10.0000,5.09292929
861,"Soup - Knorr, Classic Can. Chili",50.9032,10.0000,5.09032258
903,Water - Aquafina Vitamin,50.9032,10.0000,5.09032258
255,Beef - Prime Rib Aaa,50.8465,10.0000,5.08464912
103,Country Roll,50.7980,10.0000,5.07979798
109,Tomato - Plum With Basil,50.7097,10.0000,5.07096774
426,Table Cloth 144x90 White,50.6762,10.0000,5.06761905
690,Bread - Pain Au Liat X12,50.3695,10.0000,5.03694581
191,Loquat,50.3453,10.0000,5.03452915
55,Cilantro / Coriander - Fresh,50.2900,10.0000,5.02900000
359,Bread - Rye,50.2077,10.0000,5.02077295
816,Lettuce - Frisee,50.1902,10.0000,5.01902174
351,Asparagus - Frozen,50.1818,10.0000,5.01818182
53,Peppercorns - Green,50.1490,10.0000,5.01490385
653,Napkin Colour,50.1448,10.0000,5.01447964
538,Chicken - Soup Base,50.1290,10.0000,5.01290323
406,Bread - Multigrain,49.9897,10.0000,4.99896907
560,Wine - Marlbourough Sauv Blanc,49.9851,10.0000,4.99851485
990,Coffee - Decafenated,49.9053,10.0000,4.99053254
929,Fenngreek Seed,49.7751,10.0000,4.97751196
882,Olives - Stuffed,49.6089,10.0000,4.96089385
917,Flavouring - Orange,49.6037,10.0000,4.96036866
214,Nantucket - 518ml,49.5882,10.0000,4.95882353
410,Oil - Avocado,49.5612,10.0000,4.95612245
888,Oil - Avocado,49.5046,10.0000,4.95046296
368,Lotus Leaves,49.5000,10.0000,4.95000000
48,Appetizer - Escargot Puff,54.4184,11.0000,4.94712430
961,Petite Baguette,54.2131,11.0000,4.92846498
874,Muffin - Banana Nut Individual,54.2053,11.0000,4.92775120
939,Cookies Cereal Nut,49.2356,10.0000,4.92356322
709,"Flour - Buckwheat, Dark",49.0332,10.0000,4.90331754
946,Muffin - Banana Nut Individual,49.0294,10.0000,4.90294118
223,Mix Pina Colada,49.0189,10.0000,4.90188679
495,Lamb - Rack,48.9122,10.0000,4.89121951
694,Ecolab - Solid Fusion,48.8586,10.0000,4.88585859
197,Yogurt - Assorted Pack,48.8305,10.0000,4.88305085
904,"Lemonade - Strawberry, 591 Ml",48.8300,10.0000,4.88300000
306,Cake - Night And Day Choclate,48.7784,10.0000,4.87783784
364,Salami - Genova,53.6541,11.0000,4.87764128
392,"Pepper - Green, Chili",53.6329,11.0000,4.87571922
379,Crackers - Soda / Saltins,48.6987,10.0000,4.86986900
87,Dasheen,48.6837,10.0000,4.86837209
877,Puff Pastry - Slab,53.4798,11.0000,4.86179716
319,Oil - Safflower,48.5366,10.0000,4.85365854
526,Beef Ground Medium,53.3146,11.0000,4.84678243
31,Onions - Red Pearl,53.2611,11.0000,4.84191670
585,Shopper Bag - S - 4,53.2074,11.0000,4.83703393
300,Beef - Kobe Striploin,53.0633,11.0000,4.82394077
118,Oil - Sunflower,48.2222,10.0000,4.82222222
831,Kohlrabi,48.2217,10.0000,4.82216749
213,Chips - Doritos,53.0332,11.0000,4.82119776
693,"Wine - White, Colubia Cresh",48.1198,10.0000,4.81197917
697,Wine - German Riesling,52.9286,11.0000,4.81168831
617,Cup Translucent 9 Oz,48.1159,10.0000,4.81158798
454,Cumin - Ground,48.0268,10.0000,4.80267857
625,Fireball Whisky,52.8177,11.0000,4.80160985
614,"Vodka - Lemon, Absolut",52.7614,11.0000,4.79649285
1,Chocolate Bar - Smarties,52.7543,11.0000,4.79584416
974,Muffin Orange Individual,47.7969,10.0000,4.77968750
504,Chef Hat 25cm,47.6888,10.0000,4.76887755
534,Pepper - Pablano,47.6243,10.0000,4.76243094
886,Leeks - Large,52.3831,11.0000,4.76209860
700,Lid Tray - 12in Dome,52.3191,11.0000,4.75628627
898,"Bread - Pumpernickle, Rounds",47.5399,10.0000,4.75399061
47,Monkfish - Fresh,52.2794,11.0000,4.75267380
963,Beer - True North Strong Ale,47.5064,10.0000,4.75064378
854,Beef - Striploin Aa,52.2283,11.0000,4.74802372
92,Loquat,52.2211,11.0000,4.74736842
260,Wine - Cousino Macul Antiguas,52.2086,11.0000,4.74623238
72,Napkin White - Starched,52.1143,11.0000,4.73766234
322,Sauce - Sesame Thai Dressing,52.0964,11.0000,4.73604061
275,Tart - Lemon,47.3140,10.0000,4.73140097
496,Cup - 8oz Coffee Perforated,47.3073,10.0000,4.73072917
810,Cheese - Grie Des Champ,47.1881,10.0000,4.71881188
315,Table Cloth 90x90 Colour,47.1658,10.0000,4.71657754
494,Bag - Regular Kraft 20 Lb,51.6818,11.0000,4.69834711
243,Potato - Sweet,46.9220,10.0000,4.69219512
105,Hagen Daza - Dk Choocolate,51.6061,11.0000,4.69146006
320,Wine - Domaine Boyar Royal,46.9101,10.0000,4.69100529
250,Chicken Thigh - Bone Out,51.5659,11.0000,4.68781219
629,Beef - Tenderloin Tails,51.5502,11.0000,4.68638538
397,"Yogurt - Banana, 175 Gr",46.6667,10.0000,4.66666667
789,Bread - Assorted Rolls,51.2990,11.0000,4.66354724
96,"Lemonade - Strawberry, 591 Ml",51.2696,11.0000,4.66087344
567,Raspberries - Fresh,51.2673,11.0000,4.66066607
838,Wine - Alsace Gewurztraminer,51.2026,11.0000,4.65478574
774,Lid - 16 Oz And 32 Oz,46.3909,10.0000,4.63908629
287,Veal - Bones,50.9949,11.0000,4.63590217
216,"Beets - Candy Cane, Organic",50.8950,11.0000,4.62681611
628,Chicken Breast Halal,50.7387,11.0000,4.61261261
970,Tamarillo,50.6400,11.0000,4.60363636
3,Chickensplit Half,50.6139,11.0000,4.60126013
438,Bagel - Sesame Seed Presliced,45.9794,10.0000,4.59793814
669,Scrubbie - Scotchbrite Hand Pad,45.9741,10.0000,4.59740933
544,Roe - White Fish,50.4826,11.0000,4.58932610
967,Wine - Magnotta - Belpaese,45.7444,10.0000,4.57444444
887,Pheasants - Whole,50.2604,11.0000,4.56912879
812,Spice - Greek 1 Step,54.6748,12.0000,4.55622977
813,Oranges,50.1143,11.0000,4.55584416
873,Salt And Pepper Mix - Black,50.1140,11.0000,4.55581724
636,"Coconut - Shredded, Unsweet",50.0860,11.0000,4.55327468
982,Bread - Mini Hamburger Bun,50.0116,11.0000,4.54650552
139,Lemon Pepper,49.7981,11.0000,4.52709790
868,Nantucket Cranberry Juice,49.7833,11.0000,4.52575011
740,Oil - Sunflower,49.7321,11.0000,4.52109613
273,Bread Base - Italian,54.2423,12.0000,4.52018900
743,Galliano,49.6904,11.0000,4.51730503
175,Muffin Mix - Carrot,49.6779,11.0000,4.51617133
459,Vol Au Vents,45.0741,10.0000,4.50740741
215,Vinegar - Sherry,49.4387,11.0000,4.49442539
380,Sauce - Fish 25 Ozf Bottle,49.4089,11.0000,4.49171518
422,Devonshire Cream,49.3367,11.0000,4.48515304
151,"Chilli Paste, Ginger Garlic",53.7908,12.0000,4.48256803
687,Cheese - Ermite Bleu,53.6853,12.0000,4.47377327
176,Sambuca Cream,49.1847,11.0000,4.47133497
141,"Juice - Orange, 341 Ml",49.1726,11.0000,4.47023535
460,"Wine - White, Ej",48.8586,11.0000,4.44168962
593,Ice Cream - Strawberry,48.8307,11.0000,4.43915344
70,Cheese - Fontina,53.2591,12.0000,4.43825561
330,Beets - Pickled,53.1754,12.0000,4.43127962
76,Jerusalem Artichoke,53.1287,12.0000,4.42739274
232,Bread Base - Toscano,53.1204,12.0000,4.42670157
720,Tequila - Sauza Silver,52.9598,12.0000,4.41331418
183,Wine - Kwv Chenin Blanc South,48.5072,11.0000,4.40974967
890,"Wine - Red, Concha Y Toro",48.4493,11.0000,4.40448538
656,Cake Slab,48.4270,11.0000,4.40245700
299,Kaffir Lime Leaves,48.4171,11.0000,4.40155566
156,Chicken - Tenderloin,48.3194,11.0000,4.39267016
541,Pork - Backfat,52.7015,12.0000,4.39179104
938,"Veal - Shank, Pieces",52.6140,12.0000,4.38449612
760,"Pork - Bacon, Sliced",52.6036,12.0000,4.38363363
206,Shortbread - Cookie Crumbs,52.5936,12.0000,4.38279857
326,Juice - Orangina,48.1823,11.0000,4.38020833
391,Ice Cream - Fudge Bars,48.1822,11.0000,4.38020391
906,Macaroons - Homestyle Two Bit,48.0357,11.0000,4.36688312
